locale,audioLanguageSlug,coreLanguageId,startUnique,unionUnique,atLeast6,atLeast30,atLeast44,eligibleVideoIdsUpperBound,pool:exploring-jesus,pool:forgiveness-and-new-beginnings,pool:hope-and-perseverance,pool:love-and-belonging,pool:meaning-and-purpose,rejected:canonical_duplicate,rejected:editorial_review_pending,rejected:exact_audio_unavailable,rejected:watch_unavailable
en,kinyarwanda,20900,67,67,True,True,True,157,42,17,26,24,24,3,11,126,2
en,kirho,10262,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiribati,4812,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,kirundi,20896,63,63,True,True,True,152,40,14,25,22,24,3,11,130,2
en,kisan,184496,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kisanga,22196,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kisi,98914,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kisi-southern,7587,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kissi-northern,5481,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kituba,15639,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiviila,141073,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiwilwana,143494,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kiyombe,22195,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,koalib,141334,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,kobo,184990,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kohistani-indus,10526,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kohli-parkari,10536,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,koho,19241,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,koita-ga,141574,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kok-borok,1231,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,kok-borok-bangladesh,184464,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kokoda-k-ainake,184462,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kokola,7793,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kolami,163136,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,koli-wadiyara,10535,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,kolokuma-izon,53432,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kom,19558,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,komering,17752,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,komi-permyak,18528,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,komi-zyrian,18521,54,54,True,True,True,132,36,9,23,18,23,1,11,142,2
en,konda-dora,141204,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kongo-san-salvador,545,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,konjo-highland,17518,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,konkomba,5302,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,konni,5303,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,konongo-2,14165,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kono-sierra-leone,23520,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,konso,20753,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,konta,147285,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,koorete,4656,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kope,149217,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,koraku,6282,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,korean,3804,122,122,True,True,True,322,62,29,43,46,53,3,11,71,2
en,korean-north,24000,71,71,True,True,True,172,29,21,27,31,36,3,11,122,2
en,korean-sign-language,7355,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,koreguaje,4250,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,korku,6370,33,33,True,True,False,67,19,7,14,12,18,1,11,163,2
en,koromfe,2046,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kortha,183121,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,korwa,6372,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,koti,8434,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kouya,99359,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,koya,6400,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kpelle-guinea,5456,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,kpelle-liberia,7609,46,46,True,True,True,91,25,15,17,18,19,3,11,147,2
en,kreol-mauricean,21197,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,krio,4547,67,67,True,True,True,157,42,17,26,24,24,3,11,126,2
en,krongo,141227,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kroumen-plapo,99184,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kroumen-pye,144313,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kroumen-tepo,100677,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kru,20750,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,kuanua,11816,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kui,6278,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kukele,9604,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuki,23569,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kukna,6414,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kulango-bondoukou,5257,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kulango-bouna,5224,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kulung,139643,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kulvi,23692,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kumam,14677,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuman,19854,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,kumauni,6353,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kumyk,14629,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kuna,53430,54,54,True,True,True,130,36,9,23,18,23,1,11,142,2
en,kunama,4585,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kuni-boazi,141667,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kunimaipa,11789,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kuo,2641,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kupia,141202,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kupsapiiny,141566,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuranko,5485,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kurdi-behdini,53333,63,63,True,True,True,152,40,14,25,22,24,3,11,130,2
en,kurdi-hawrami,139169,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kurdish-afrini,184484,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,kurdi-sorani,139114,72,72,True,True,True,196,40,13,30,29,33,1,11,124,2
en,kurdi-sorani-eastern,139115,32,32,True,True,False,61,18,7,14,12,17,1,11,164,2
en,kuria,7186,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kurmanji-cis,21096,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kurmanji-standard,20770,62,62,True,True,True,140,43,12,25,19,25,1,11,134,2
en,kurumba-jennu,142214,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kurumba-kannada,98730,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,kurux,1194,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kusaal,141653,4,4,False,False,False,5,2,3,1,2,0,0,11,193,2
en,kusaal-eastern,5261,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kusaal-western,2045,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuteb,2590,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kutia,185002,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kutu,141310,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuvale,184573,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuvi,6275,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuvi-odisha,184467,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kuy,2173,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwaio,141513,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kwamashi,184452,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kwamba,171395,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwangali,547,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwangwa,184511,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,kwanyama,548,46,46,True,True,True,89,25,15,17,18,19,3,11,147,2
en,kwaraae,141515,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,kwasio,144002,9,9,True,False,False,10,8,3,1,3,2,0,11,188,2
en,kwatay,13063,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwaya,14132,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwere,14273,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kwese,15633,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,kyrgyz,53299,73,73,True,True,True,177,49,17,28,24,26,3,11,120,2
en,laadi,4350,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,laarim,99460,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,label,141691,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ladakhi,6271,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lahu,3794,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lak,18509,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,lala,106963,33,33,True,True,False,61,19,7,15,12,18,0,11,164,2
en,lama,1333,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lamaholot,17239,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lamalera,143732,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,lamatuka,143731,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lamba,15631,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lambadi,20777,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lambya,7792,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lamnso,2331,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lampung-api,141801,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lampung-nyo,139250,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,langilan-manobo,185340,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lango-south-sudan,143747,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lango-uganda,19884,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lao,7411,65,65,True,True,True,157,41,14,26,24,25,3,11,128,2
en,laro,143834,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lashi,4045,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,latvian,7519,35,35,True,True,False,79,21,8,14,12,18,1,11,160,2
en,lawangan,16805,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lebanese-sign-language,139080,1,1,False,False,False,2,1,0,0,1,0,0,11,196,2
en,lebanese-syrian-arabic,156811,10,10,True,False,False,11,9,3,1,3,3,0,11,187,2
en,ledo-ija,17492,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,ledo-taa,185194,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,legbo,9291,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lelemi,5251,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lendu,15615,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lenje,19898,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lepcha,1352,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lepki,143827,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lesser-antillean-creole-french,4472,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,letuama-tanimuca,41117,1,1,False,False,False,1,1,0,0,0,0,0,11,196,2
en,levantine-turkmen,53345,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,levuka,144034,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,lewo,144042,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,lewo-eleng,144036,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,lezgi,1127,33,33,True,True,False,65,19,7,14,12,18,1,11,163,2
en,lhao-vo,23044,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lhasa-tibetan,21795,38,38,True,True,False,84,23,9,15,13,19,1,11,158,2
en,li-bendi,23019,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lihir,141789,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lik,184626,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lika,15395,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,likoonl,108321,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,limba-tonko-sella,184933,37,37,True,True,False,69,21,10,15,14,18,1,11,159,2
en,limba-west-central,13110,0,0,False,False,False,0,0,0,0,0,0,0,11,197,2
en,limbu,6259,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,limbum,2565,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lingala,4344,95,95,True,True,True,236,47,26,37,39,41,3,11,98,2
en,lingao,3964,34,34,True,True,False,78,20,7,14,12,18,1,11,162,2
en,lio,24211,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lipo-eastern,22839,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lipovan,185230,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,li-qi,22838,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lis-ma-ron,53423,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lisu,19908,33,33,True,True,False,65,19,7,14,12,18,1,11,163,2
en,lithuanian,7698,74,74,True,True,True,190,47,15,28,25,28,3,11,118,2
en,lobala,4343,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lobi,143751,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,logo,15383,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lokaa,23154,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,loko,19922,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,lokpa,176838,58,58,True,True,True,135,38,12,24,20,23,1,11,138,2
en,lolo,27261,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,loloda,16906,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,loma,7584,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lomwe,7790,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,longuda,9506,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lopit,13664,53,53,True,True,True,115,35,9,23,18,23,1,11,143,2
en,lorung-northern,99260,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lote,11092,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lower-daga,146764,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lozi,8799,37,37,True,True,False,69,21,10,15,14,18,1,11,159,2
en,lubu,17732,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lubwisi,22203,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,luchazi,555,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,luganda,20675,105,105,True,True,True,260,56,29,38,42,43,3,11,88,2
en,lugbara,23981,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,lughuru,132358,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lukabaras,99311,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lukpa,1305,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lumasaba,20815,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lumun,141728,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lunda,573,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,lundayeh,1918,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lungga,141767,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,luo,19936,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,luragoli,20785,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,luri-luristan-province-iran,23743,32,32,True,True,False,61,18,7,14,12,17,1,11,164,2
en,lusoga,20926,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,lutos,143542,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,luvale,554,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,luwo,13915,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,luwu-tae,144740,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,lyele,2035,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maanyan,16781,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maasai,7309,57,57,True,True,True,121,37,12,24,20,23,1,11,139,2
en,maay,13376,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,macedonian,20796,63,63,True,True,True,152,40,14,25,22,24,3,11,130,2
en,mada,19951,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,madi,13893,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,madi-okollo,139183,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,madura,13183,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mafa,2556,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,magahi,6186,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,magar-eastern,1371,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,magar-western,9030,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,magindanaon,12635,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,mahasu-pahari,184487,37,37,True,True,False,70,22,9,15,13,19,1,11,159,2
en,mai-brat,16176,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mailu,144630,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,maithili,6199,34,34,True,True,False,78,20,7,14,12,18,1,11,162,2
en,maithili-nepal,184939,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maiwa,20324,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,majang,143881,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,majhi,143400,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,makaa,2530,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,makasar,21248,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,makhau-tanzania,184505,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,makhuwa,142483,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,makoma,151261,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,makonde-mozambique,8433,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,makonde-tanzania,184494,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malagasy,7761,68,68,True,True,True,161,42,17,26,25,25,3,11,125,2
en,malagasy-antankarana,7750,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malagasy-antesaka,139117,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,malagasy-northern-betsimisaraka,26664,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,malagasy-southern-betsimisaraka,27226,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malagasy-tanosy,26972,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,malango-teha,143497,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay,1927,93,93,True,True,True,252,48,26,32,35,40,3,11,100,2
en,malayalam,19985,104,104,True,True,True,288,57,22,38,40,47,1,11,92,2
en,malay-ambonese,16891,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,malay-bukit,16883,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malayic-dayak,143339,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay-jambi,17753,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay-kota-bangun-kutai,16777,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay-north-moluccan,16900,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay-papuan,100882,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malay-pattani,14386,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,malay-tenggarong-kutai,16695,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,male,4768,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malila,14260,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malinke-kenieba,184646,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malinke-kita,184647,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malkangiri-koya,148910,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,malo,4767,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mal-paharia,6210,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maltese,7885,63,63,True,True,True,152,40,14,25,22,24,3,11,130,2
en,malvi,6171,36,36,True,True,False,69,21,8,15,13,19,1,11,160,2
en,mamainde,99766,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mamasa,17616,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mambilla,175157,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mambwe-lungu,14259,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mam-central,5408,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mam-northern,5427,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,mampruli,5240,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mam-tajumulco,5410,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mamuju,20025,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mamusi,141311,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manado,24314,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manambu,143488,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manda,101919,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mandar,17471,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mandara,11230,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mandara-cameroon,144476,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,mandarin-china,20615,152,152,True,True,True,564,86,36,51,53,61,3,11,41,2
en,mandarin-taiwan,23221,64,64,True,True,True,147,41,12,26,22,27,1,11,132,2
en,mandeali,6242,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mandinka,5040,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mandja,3171,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,manga,42106,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,mangalorean-konkani,164216,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mangbetu,14749,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manggarai,17282,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mangghuer-wuge,139111,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,mango,26152,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,maninka,5450,46,46,True,True,True,93,26,14,17,17,20,3,11,147,2
en,maninka-konyanka,24413,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manjaku,23979,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mankanya,5042,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mano,5472,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,manobo-ata,12850,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manobo-dibabawon,144211,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manobo-ilianen,144214,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manobo-matigsalug,12640,53,53,True,True,True,115,35,9,23,18,23,1,11,143,2
en,manobo-sarangani,99564,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,manobo-tagabawa,12839,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manobo-western-bukidnon,144210,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mansoanka,5038,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,manyika,8456,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maonan,4031,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maori,9198,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mapudungun,644,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,maquiritari,144295,33,33,True,True,False,63,19,7,14,12,18,1,11,163,2
en,marakwet,24410,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,maram-naga,184815,33,33,True,True,False,64,19,7,14,12,18,1,11,163,2
en,maranao,12624,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,marathi,6174,103,103,True,True,True,294,58,23,39,41,45,1,11,93,2
en,marba,3534,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mardini,23800,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,marghi-central,9495,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,margi-south,139128,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maria,6178,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maria-dandami,6558,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mari-low,18489,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,markweeta,140520,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,marma,101788,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,maro,99303,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,marshallese,7889,42,42,True,True,False,84,23,12,16,16,19,3,11,151,2
en,marwari,6209,34,34,True,True,False,76,20,7,14,12,18,1,11,162,2
en,marwari-northern,10527,32,32,True,True,False,61,18,7,14,12,17,1,11,164,2
en,marwari-southern,10528,53,53,True,True,True,116,35,9,23,18,23,1,11,143,2
en,masalit,3531,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,masana,2538,37,37,True,True,False,67,21,10,15,14,18,1,11,159,2
en,masbatenyo,12622,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
en,mashami-chagga,24142,33,33,True,True,False,62,19,7,14,12,18,1,11,163,2
